doc_id,entity,type
4570,martin mcguinness,PERSON
4570,just three minutes tonight,TIME
4570,the white house,ORG
4570,us,GPE
4570,hillary clinton,PERSON
4570,us,GPE
4570,today,DATE
4570,15minute,CARDINAL
4570,congress,ORG
4570,last month,DATE
4574,sullivan jacob,PERSON
4574,tuesday march 9 2010,DATE
4574,b5,PERSON
4574,last night,TIME
4575,roger,PERSON
4576,about 15,CARDINAL
4576,joe wilson,PERSON
4578,rs ktsktto 4,PERSON
4578,1,CARDINAL
4578,4fr,ORDINAL
4578,middle east,LOC
4578,david ignatius,PERSON
4578,sunday march 21 2010,DATE
4578,40 years,DATE
4578,israelis,NORP
4578,jerusalem,GPE
4578,palestinians,NORP
4578,israel,GPE
4578,this month,DATE
4578,israel,GPE
4578,1600,CARDINAL
4578,obama,PERSON
4578,state,ORG
4578,hillary clinton,PERSON
4578,east jerusalem,GPE
4578,israeli,NORP
4578,jerusalem,GPE
4578,binyamin netanyahu,PERSON
4578,jerusalem,GPE
4578,east jerusalem,GPE
4578,one,CARDINAL
4578,israeli,NORP
4578,the united nations,ORG
4578,lieberman,PERSON
4578,israeli,NORP
4578,new york,GPE
4578,israeli,NORP
4578,jerusalem,GPE
4578,year ago,DATE
4578,jerusalem,GPE
4578,palestinians,NORP
4578,1967,DATE
4578,israeli,NORP
4578,palestinian,NORP
4578,the past four decades,DATE
4578,year ago,DATE
4578,gen jim jones,PERSON
4578,george mitchell,PERSON
4578,middle east,LOC
4578,northern ireland,GPE
4578,the united states,GPE
4578,first months,DATE
4578,israeli,NORP
4578,the month,DATE
4578,november,DATE
4578,jerusalem,GPE
4578,israeli,NORP
4578,jerusalem,GPE
4578,jerusalem,GPE
4578,israelipalestinian,NORP
4578,this months,DATE
4578,israeli,NORP
4578,jerusalem,GPE
4578,the united states,GPE
4578,jerusalem,GPE
4578,israelis,NORP
4578,palestinians,NORP
4578,ni1,PERSON
4578,post 2010,DATE
4578,washington,GPE
4579,the week of march 22,DATE
4581,the next half hour,TIME
4582,languagejavascript11,ORG
4582,d143552am,NORP
4582,ptgt ita hrefhttpadsguardiancoukeventngtypeclickampflight1d143552ampadid165203amptargetid42700,PERSON
4582,am pvalues239amp red irecthttpad,ORG
4582,blecl ick,PERSON
4582,border0,PRODUCT
4582,tory,NORP
4582,henry mcdonald,PERSON
4582,andrew sparrow,PERSON
4582,tuesday 9 march 2010 1737,DATE
4582,reg empey,PERSON
4582,northern ireland,GPE
4582,belfast,GPE
4582,today,DATE
4582,peter muhlyafpgetty,PERSON
4582,today,DATE
4582,first,ORDINAL
4582,four decades ago,DATE
4582,friday,DATE
4582,conservatives,NORP
4582,northern ireland,GPE
4582,18strong,CARDINAL
4582,11th hour,TIME
4582,david cameron,PERSON
4582,belfast,GPE
4582,just before 5pm,TIME
4582,88,CARDINAL
4582,sinn fein,ORG
4582,belfast,GPE
4582,us,GPE
4582,george bush,PERSON
4582,reg,PERSON
4582,northern ireland,GPE
4582,recent weeks,DATE
4582,first,ORDINAL
4582,sinn feins,PERSON
4582,martin,ORG
4582,last night,TIME
4582,gordon brown,PERSON
4582,today,DATE
4582,northern ireland,GPE
4582,northern ireland,GPE
4582,tory,NORP
4582,four,CARDINAL
4582,democrats,NORP
4582,northern ireland,GPE
4582,one,CARDINAL
4582,george bush,PERSON
4582,david cameron,PERSON
4582,david,PERSON
4582,first,ORDINAL
4582,belfast,GPE
4582,the sinn fein,ORG
4582,yesterday,DATE
4582,sinn fein,PERSON
4582,nonsectarian alliance party,ORG
4582,david ford,PERSON
4582,first,ORDINAL
4582,frazer,PERSON
4582,years,DATE
4582,sinn fein,PERSON
4582,ford,ORG
4582,first,ORDINAL
4582,martin mcguinness,PERSON
4582,first,ORDINAL
4582,google,PRODUCT
4582,newsvine,CARDINAL
4582,politicseditora guardianunlimitedcouk,PERSON
4582,3353 2000,DATE
4582,irish,NORP
4582,northern ireland,GPE
4582,henry mcdonald americans,PERSON
4582,nicholas watt cameron,PERSON
4582,bush,PERSON
4582,9,CARDINAL
4582,mar 2010,DATE
4582,reg empey,PERSON
4582,8,CARDINAL
4582,2010,DATE
4582,martin mcguinness,PERSON
4582,three minutes 13 may 2009,TIME
4582,tory,NORP
4582,6,CARDINAL
4582,2009,DATE
4582,northern ireland,GPE
4582,first,ORDINAL
4582,first,ORDINAL
4582,newsvine,CARDINAL
4582,3353 2000,DATE
4582,tory,NORP
4582,1737,DATE
4582,tuesday 9 march 2010,DATE
4582,1749,DATE
4582,tuesday 9 march 2010,DATE
4582,languagejavascript11,WORK_OF_ART
4582,ampvalues239ampredirecthttpad emeadoubleclicknetjumpn60101337050666409185621b43364954abrlie4abrlie5sz120x600ordzobmbzbfznd,ORG
4582,emeadoubleclicknetadn60101337050666409185621b43364954abrlie4abrlie5sz120x600ordzobmbzbfzndn,NORP
4582,border0,PERSON
4582,52,CARDINAL
4582,20 27514,DATE
4582,20 21341 last 24 hours 1 1,DATE
4582,george bush,PERSON
4582,david cameron,PERSON
4582,northern ireland,GPE
4582,165,CARDINAL
4582,2 2,CARDINAL
4582,michael white,PERSON
4582,3,CARDINAL
4582,eric,PERSON
4582,132,CARDINAL
4582,alan johnson,PERSON
4582,tory,NORP
4582,71 5 5,DATE
4582,reg empey,PERSON
4582,67,CARDINAL
4582,0,CARDINAL
4582,3 nights,TIME
4582,249,CARDINAL
4582,11 nights,TIME
4582,1395,DATE
4582,1,CARDINAL
4582,brussels,GPE
4582,2,CARDINAL
4582,spain,GPE
4582,3,CARDINAL
4582,william morris,PERSON
4582,4,CARDINAL
4582,nile,LOC
4582,5,CARDINAL
4582,rome,GPE
4582,three,CARDINAL
4582,hundreds,CARDINAL
4582,less than one minute ago,TIME
4582,first,ORDINAL
4582,afghanistan,GPE
4582,century 1699,DATE
4582,2000,DATE
4582,uk usa usa,ORG
4582,li,PERSON
4582,phyamerica government services inc,ORG
4582,az va medical center phy america government services inc job,ORG
4582,243167,CARDINAL
4582,phyamerica government services inc,ORG
4582,ga,ORG
4582,years,DATE
4582,05 or above,DATE
4582,04,CARDINAL
4582,3 years,DATE
4582,gooqle need health insurance compare affordable health insurance online,ORG
4582,30 month,DATE
4582,irish,NORP
4582,northern ireland,GPE
4582,irish,NORP
4582,northern ireland,GPE
4582,5,CARDINAL
4582,feb 2010,DATE
4582,northern ireland,GPE
4582,first,ORDINAL
4582,one,CARDINAL
4582,1998,DATE
4582,friday,DATE
4582,27,CARDINAL
4582,feb 2009,DATE
4582,7,CARDINAL
4582,dec 2008,DATE
4582,david cameron,PERSON
4582,5,CARDINAL
4582,2008,DATE
4582,13,CARDINAL
4582,2002,DATE
4582,51,CARDINAL
4582,northern ireland,GPE
4582,11,CARDINAL
4582,2009,DATE
4582,northern ireland,GPE
4582,two,CARDINAL
4582,republicans,NORP
4582,az,ORG
4582,today,DATE
4582,2010,DATE
4583,7,CARDINAL
4583,8pm,TIME
4584,saturday april 17 2010,DATE
4584,haiti,GPE
4585,david sanger,PERSON
4585,april 18 2010,DATE
4585,washington,GPE
4585,robert gates,PERSON
4585,white house,ORG
4585,the united states,GPE
4585,january,DATE
4585,gen james jones,PERSON
4585,the white house,ORG
4585,iran,GPE
4585,iran,GPE
4585,persian gulf,LOC
4585,one,CARDINAL
4585,white house,ORG
4585,15 months,DATE
4585,friday,DATE
4585,iran,GPE
4585,iran,GPE
4585,iran,GPE
4585,iran,GPE
4585,the united states,GPE
4585,one,CARDINAL
4585,iran,GPE
4585,saturday,DATE
4585,iran,GPE
4585,the united states,GPE
4585,last week,DATE
4585,iran,GPE
4585,the united states,GPE
4585,iran,GPE
4585,nearly two weeks ago,DATE
4585,the new york times,ORG
4585,iran,GPE
4585,north korea,GPE
4585,iran,GPE
4585,last sunday,DATE
4585,nbc news,ORG
4585,iran,GPE
4585,the united states,GPE
4585,iran,GPE
4585,2009,DATE
4585,iran,GPE
4585,september,DATE
4585,iran,GPE
4585,iran,GPE
4585,the next three months,DATE
4585,iran,GPE
4585,pentagon,ORG
4585,the white house,ORG
4585,mike mullen,PERSON
4585,chairmans,NORP
4585,senate,ORG
4585,last week,DATE
4585,day one,DATE
4585,iran,GPE
4585,the senate armed services committee,ORG
4585,gen ronald burgess jr director,PERSON
4585,gen james cartwright,PERSON
4585,iran,GPE
4585,at least one,CARDINAL
4585,year,DATE
4585,two to five years,DATE
4585,iran,GPE
4586,first,ORDINAL
4586,us,GPE
4586,amb,ORG
4586,eastern,ORG
4586,afghanistan,GPE
4586,over many years one,DATE
4586,the vienna conf,FAC
4586,today,DATE
4586,several thousand,CARDINAL
4586,afghanistan,GPE
4586,the last several years,DATE
4586,beijing,GPE
4586,july,DATE
4586,the next day,DATE
4586,eu,PERSON
4586,eu,PERSON
4586,lithuania,GPE
4586,dutch,NORP
4586,june,DATE
4586,polish,NORP
4586,2,CARDINAL
4586,kwasniewska,GPE
4586,poland,GPE
4587,tuesday march 9,DATE
4587,2010,DATE
4587,joseph wilson,PERSON
4587,karl,PERSON
4587,cia,ORG
4587,cia,ORG
4587,bush,PERSON
4587,the united states of america,GPE
4587,karl,GPE
4587,karl rove,PERSON
4587,03d3d nkxihotnvambvs1wd8fxhw6t54evrcfdehupq1kgmlcu0gbdufmovy6zrxrkztteqvx8tnyck6vxill0sxjqqa03d3d,PERSON
4587,1,CARDINAL
4587,2,CARDINAL
4587,canadian,NORP
4587,11161,DATE
4587,385,CARDINAL
4587,1,CARDINAL
4587,5038,DATE
4587,2010,DATE
4587,565,CARDINAL
4587,james martin sj glenn beck,PERSON
4587,jesus drop,PERSON
4587,1 281,CARDINAL
4587,220,CARDINAL
4587,elinor burkett,PERSON
4587,1 095,CARDINAL
4587,2010,DATE
4587,245,CARDINAL
4587,the7,CARDINAL
4587,this years,DATE
4587,534,CARDINAL
4587,1,CARDINAL
4587,5 ailic,QUANTITY
4587,2010,DATE
4587,kim jongryul,PERSON
4587,harry markopolos,PERSON
4587,ventura,GPE
4587,karen,ORG
4587,salmansohn karl,PERSON
4587,0,CARDINAL
4587,bank of america,ORG
4587,summer 2010,DATE
4587,25 million,CARDINAL
4587,eric massaglenn,PERSON
4587,under one minute,TIME
4587,new york city,GPE
4587,dubai,GPE
4587,geithner jihad,ORG
4587,chicago,GPE
4587,denver,GPE
4587,2010,DATE
4587,huffingtonpostcom inc archive user agreement,ORG
4589,841tscript languagejavascript11,PERSON
4589,netiumpn6010133705066640918562184336495 abrie4abrie5 sz468x60ordbnzdl,ORG
4589,northern ireland,GPE
4589,first,ORDINAL
4589,hillary clinton,PERSON
4589,15year,CARDINAL
4589,northern ireland,GPE
4589,today,DATE
4589,belfast,GPE
4589,first,ORDINAL
4589,four decades ago,DATE
4589,sinn fein,PERSON
4589,the democratic unionist party,ORG
4589,few years ago,DATE
4589,last month,DATE
4589,12 april,DATE
4589,david ford,PERSON
4589,northern ireland,GPE
4589,five decades,DATE
4589,1972,DATE
4589,reg,PERSON
4589,recent weeks,DATE
4589,london,GPE
4589,us,GPE
4589,david cameron,PERSON
4589,gordon brown,PERSON
4589,us,GPE
4589,george bush,PERSON
4589,last week,DATE
4589,recent years,DATE
4589,peter robinson,PERSON
4589,one,CARDINAL
4589,36,CARDINAL
4589,800,CARDINAL
4589,brown,PERSON
4589,1200,CARDINAL
4589,today,DATE
4589,northern ireland,GPE
4589,northern ireland,GPE
4589,tonight,TIME
4589,hillary clinton,PERSON
4589,us,GPE
4589,northern ireland,GPE
4589,northern ireland,GPE
4589,irish,NORP
4589,mary mcaleese,PERSON
4589,northern ireland,GPE
4589,friday,DATE
4589,matt baggott,PERSON
4589,northern ireland,GPE
4589,17strong,CARDINAL
4589,martin mcguinness sinn,PERSON
4589,first,ORDINAL
4589,last night,TIME
4589,monday,DATE
4589,sinn fein,PERSON
4589,2007,DATE
4589,northern ireland,GPE
4589,the white house,ORG
4589,tonight,TIME
4589,jim,PERSON
4589,sinn fein,PERSON
4589,sinn fein,ORG
4589,first,ORDINAL
4589,northern ireland,GPE
4589,republicans,NORP
4589,continuity ira sniper,ORG
4589,this morning,TIME
4592,last week,DATE
4592,early june,DATE
4592,last week,DATE
4592,14d,CARDINAL
4592,14d,CARDINAL
4593,roger,PERSON
4597,clinton,PERSON
4597,state,ORG
4597,clinton,PERSON
4597,six,CARDINAL
4597,mississippi,GPE
4597,decades,DATE
4597,the early days,DATE
4597,the united states,GPE
4597,americans,NORP
4597,today,DATE
4597,first,ORDINAL
4599,brussels,GPE
4599,tomorrow morning day,DATE
4599,nato,ORG
4599,6am,TIME
4599,8am,TIME
4600,this year,DATE
4600,chile,GPE
4600,mike mckinley,PERSON
4600,venezuela,GPE
4600,larry,PERSON
4600,next year,DATE
4600,cuba,GPE
4600,guatemala,GPE
4600,nicaragua panama,FAC
4600,paraguay,ORG
4601,65,CARDINAL
4601,356,CARDINAL
4601,60,CARDINAL
4601,5,CARDINAL
4601,republicans,NORP
4601,9,CARDINAL
4601,2009,DATE
4602,tim already via email,PERSON
4604,monday april,DATE
4604,19 2010,DATE
4605,iran,GPE
4606,haiti,GPE
4609,sunday april 18 2010,DATE
4609,tomorrow,DATE
4609,nato,ORG
4609,tomorrow morning,TIME
4609,poland,GPE
4609,july,DATE
4609,early tomorrow,DATE
4612,this afternoon,TIME
4612,8410,CARDINAL
4612,senate affairs bureau,ORG
4612,legislative affairs us department of state,ORG
4612,6472645,DATE
4613,un,ORG
4616,estonia,GPE
4618,the 250 year,DATE
4618,1000s,DATE
4618,less than hour,TIME
4619,lael,PERSON
4619,confirmed79,ORG
4619,19,CARDINAL
4620,lael brainard,PERSON
4620,this afternoon,TIME
4620,senate affairs bureau,ORG
4620,legislative affairs us department of state,ORG
4620,6472645,DATE
4622,egypt,GPE
4622,december,DATE
4622,egypt,GPE
4622,egypt,GPE
4622,afghan,NORP
4622,alexandria,GPE
4623,slaughter annemarie,PERSON
4623,thursday,DATE
4623,march 11,DATE
4623,sullivan jacob,PERSON
4623,annemarie,PERSON
4623,6472972,DATE
4626,benazir bhutto,PERSON
4626,larry,PERSON
4626,pakistan,GPE
4629,pakistani,NORP
4630,thursday,DATE
4630,afghanistan,GPE
4630,bush,PERSON
4630,20 2010 43,DATE
4630,britain,GPE
4630,the united states,GPE
4630,nick clegg,PERSON
4630,democrat,NORP
4630,washington,GPE
4630,the european union,ORG
4630,uk,GPE
4630,the foreign press association,ORG
4630,london,GPE
4630,us,GPE
4630,washington,GPE
4631,napolitano,ORG
4631,state,ORG
4631,clinton,PERSON
4633,jack,PERSON
4633,nsc,ORG
4633,versus stateusaid,PERSON
4633,tomorrow,DATE
4633,jack,PERSON
4633,jack,PERSON
4635,bosnia,GPE
4639,the end of last week,DATE
4639,3,CARDINAL
4639,1 june,DATE
4639,the next two weeks,DATE
4640,hillary,PERSON
4640,middle east,LOC
4640,three,CARDINAL
4640,third,ORDINAL
4640,three,CARDINAL
4640,hillary clinton,PERSON
4641,june 4th,DATE
4646,april 22 2010,DATE
4646,sudan,GPE
4646,nicholas kristof juba,PERSON
4646,sudan,GPE
4646,the united states,GPE
4646,darfur,GPE
4646,mr obama,PERSON
4646,american,NORP
4646,sudanese,NORP
4646,this months,DATE
4646,sudanese,NORP
4646,sudan,GPE
4646,gen scott,PERSON
4646,the white house,ORG
4646,this week,DATE
4646,omar hassan albashir,PERSON
4646,darfur,GPE
4646,the national congress party,ORG
4646,sudan,GPE
4646,blue nile region,LOC
4646,america,GPE
4646,ncp,ORG
4646,america,GPE
4646,one,CARDINAL
4646,sudan,GPE
4646,sudan,GPE
4646,darfur,GPE
4646,sudanese,NORP
4646,2005,DATE
4646,some two million,CARDINAL
4646,january,DATE
4646,sudanese,NORP
4646,south sudan,LOC
4646,bashir,PERSON
4646,one,CARDINAL
4646,washington,GPE
4646,mudawi,PERSON
4646,sudanese,NORP
4646,khartoum,GPE
4646,sudan,GPE
4646,years,DATE
4646,juba,GPE
4646,south sudan,LOC
4646,26,CARDINAL
4646,1994,DATE
4646,kenya,GPE
4646,california,GPE
4646,first,ORDINAL
4646,sudan,GPE
4646,american,NORP
4646,400 miles,QUANTITY
4646,obama,PERSON
4647,this weekend,DATE
4647,monday,DATE
4649,israelis,NORP
4651,tuesday march 23 2010,DATE
4651,jewish,NORP
4651,hrc,PERSON
4651,032310docx march 23 2010,DATE
4653,tuesday march 23,DATE
4653,2010,DATE
4653,juarez,PERSON
4653,2002,DATE
4653,max,PERSON
4653,first,ORDINAL
4653,american,NORP
4653,languagejavascript typetextjavascriptgt documentwriteita hrefhttpclkatdmtcomcntgo197071989directwi728hi9001 target,PERSON
4653,more than 325,CARDINAL
4653,freetrade,CARDINAL
4653,the past decade,DATE
4653,max blumenthal,PERSON
4653,dec 4 2002,DATE
4653,late last month,DATE
4653,mexican,NORP
4653,seven months,DATE
4653,eight,CARDINAL
4653,more than year ago,DATE
4653,the past 10 years,DATE
4653,325,CARDINAL
4653,32 year,DATE
4653,at least 90,CARDINAL
4653,one,CARDINAL
4653,hundreds,CARDINAL
4653,late october,DATE
4653,about 10 day,DATE
4653,one,CARDINAL
4653,juarez,GPE
4653,north american,NORP
4653,1994,DATE
4653,one,CARDINAL
4653,el paso,GPE
4653,texas,GPE
4653,the past decade,DATE
4653,12 million,CARDINAL
4653,today,DATE
4653,juarez,PERSON
4653,21st century,DATE
4653,mexican,NORP
4653,vicente fox,PERSON
4653,chihuahua gov patricio,PERSON
4653,the fbi bureau,ORG
4653,texas,GPE
4653,juarez,GPE
4653,nov 3 1998,DATE
4653,that day,DATE
4653,two days,DATE
4653,spanish,NORP
4653,mexico,GPE
4653,democratic,NORP
4653,washington,GPE
4653,this fall,DATE
4653,10,CARDINAL
4653,three,CARDINAL
4653,montgomery county,GPE
4653,montgomery county,GPE
4653,30,CARDINAL
4653,40,CARDINAL
4653,50,CARDINAL
4653,today,DATE
4653,2010,DATE
4653,2 million,CARDINAL
4653,300,CARDINAL
4653,juarez,PERSON
4653,paris,GPE
4653,manuel gomez morin,PERSON
4653,night,TIME
4653,40yearold,CARDINAL
4653,washington,GPE
4653,2000,DATE
4653,1993,DATE
4653,juarez,PERSON
4653,mexicos,LOC
4653,about 2 an hour,QUANTITY
4653,as much as,CARDINAL
4653,juarez,PERSON
4653,el paso,GPE
4653,new maquiladora workers,ORG
4653,china,GPE
4653,june 29,DATE
4653,royal philips electronics,ORG
4653,900,CARDINAL
4653,july 1,DATE
4653,1300,DATE
4653,nov 5,DATE
4653,new york,GPE
4653,juarez 287000,PERSON
4653,october 2000,DATE
4653,200000,CARDINAL
4653,july,DATE
4653,la prensa,GPE
4653,chavez cano,PERSON
4653,casa amiga,PERSON
4653,this summer,DATE
4653,50 percent,PERCENT
4653,july,DATE
4653,el paso,ORG
4653,about third,CARDINAL
4653,the early morning,TIME
4653,such an hour,TIME
4653,two,CARDINAL
4653,17yearold,CARDINAL
4653,claudia vette gonzalez,PERSON
4653,november 2001,DATE
4653,seven,CARDINAL
4653,the lear corp detroitbased autointerior,ORG
4653,murder greg,PERSON
4653,usmexico,ORG
4653,last day,DATE
4653,the early morning,TIME
4653,gonzalez,PERSON
4653,work few minutes,TIME
4653,juarez,PERSON
4653,andrea,PERSON
4653,the day,DATE
4653,last day,DATE
4653,us,GPE
4653,day,DATE
4653,17yearold,CARDINAL
4653,alejandra garcia,PERSON
4653,just 300 feet,QUANTITY
4653,february 2001,DATE
4653,chihuahua city,GPE
4653,mexico city,GPE
4653,5monthold,CARDINAL
4653,2yearold,CARDINAL
4653,week,DATE
4653,juarez,PERSON
4653,el diario,PERSON
4653,garcia,PERSON
4653,first,ORDINAL
4653,the year,DATE
4653,two days,DATE
4653,fbi,ORG
4653,july,DATE
4653,el paso,ORG
4653,maynez grijalva,PERSON
4653,garcia,PERSON
4653,three,CARDINAL
4653,eight,CARDINAL
4653,claudia vette gonzalez,PERSON
4653,november 2001,DATE
4653,seven,CARDINAL
4653,november 2001,DATE
4653,exchihuahua attorney,PERSON
4653,arturo gonzalez,PERSON
4653,two,CARDINAL
4653,grijalva,PERSON
4653,four months later in february 2002,DATE
4653,claudia lvette,ORG
4653,el paso,ORG
4653,oct 28,DATE
4653,only one,CARDINAL
4653,eight,CARDINAL
4653,one,CARDINAL
4653,one,CARDINAL
4653,one,CARDINAL
4653,us,GPE
4653,juarez,PERSON
4653,garcia,PERSON
4653,josefina gonzalez,PERSON
4653,el paso,ORG
4653,17,CARDINAL
4653,one,CARDINAL
4653,egyptian,NORP
4653,texas,GPE
4653,mexico,GPE
4653,1995,DATE
4653,manuel rivera,PERSON
4653,about dozen,CARDINAL
4653,elizabeth,PERSON
4653,1996,DATE
4653,17,CARDINAL
4653,1999,DATE
4653,five,CARDINAL
4653,el paso,GPE
4653,seven,CARDINAL
4653,1999,DATE
4653,1999,DATE
4653,egyptian,NORP
4653,13,CARDINAL
4653,el paso,ORG
4653,last week,DATE
4653,angela,PERSON
4653,miguel angel,PERSON
4653,the lear corp its,ORG
4653,today,DATE
4653,last week,DATE
4653,year,DATE
4653,juarez,PERSON
4653,daily,DATE
4653,el diario,PERSON
4653,the year,DATE
4653,october 1995 to october 1996 28,DATE
4653,one,CARDINAL
4653,us,GPE
4653,every day,DATE
4653,two,CARDINAL
4653,november 2001,DATE
4653,february,DATE
4653,el paso,GPE
4653,marisela,PERSON
4653,izaguirre ortiz,PERSON
4653,exchihuahua district,PERSON
4653,arturo gonzalez,PERSON
4653,rascon rascon,ORG
4653,juarez,PERSON
4653,chihuahua city,GPE
4653,el paso,GPE
4653,fbi,ORG
4653,texas,GPE
4653,mario lee,PERSON
4653,1995,DATE
4653,two months old,DATE
4653,7,CARDINAL
4653,march,DATE
4653,thousands,CARDINAL
4653,seven,CARDINAL
4653,eight,CARDINAL
4653,4,CARDINAL
4653,el diario,ORG
4653,juarez,PERSON
4653,abraham lincoln,PERSON
4653,north american,NORP
4653,today,DATE
4653,each week,DATE
4653,12,CARDINAL
4653,51yearold,CARDINAL
4653,daily,DATE
4653,march,DATE
4653,greek,NORP
4653,nov 1,DATE
4653,2,CARDINAL
4653,mexican,NORP
4653,dia de los,ORG
4653,an estimated 1500,CARDINAL
4653,the exhibit week later,DATE
4653,seven,CARDINAL
4653,mariela paniagua,PERSON
4653,41yearold,CARDINAL
4653,coionia morelos,ORG
4653,banda,ORG
4653,luz elena,PERSON
4653,her late 50s,DATE
4653,one,CARDINAL
4653,six,CARDINAL
4653,1985,DATE
4653,mexico city,GPE
4653,first,ORDINAL
4653,1989,DATE
4653,today,DATE
4653,claudia lvette,ORG
4653,february,DATE
4653,weekly,DATE
4653,juarez,PERSON
4653,over 300,CARDINAL
4653,one,CARDINAL
4653,saturday,DATE
4653,about 60,CARDINAL
4653,juarez,PERSON
4653,the lear corp,ORG
4653,mexican,NORP
4653,max blumenthal,PERSON
4653,3,CARDINAL
4653,2010,DATE
4653,media group inc reproduction,ORG
4653,us,GPE
4653,media group inc,ORG
4654,sullivan jacob,PERSON
4654,thursday april 22 2010,DATE
4654,napolitano,PERSON
4654,state,ORG
4654,clinton craig,PERSON
4655,saturday may 1 2010,DATE
4655,taipei,GPE
4655,shanghai,GPE
4655,china,GPE
4655,501,CARDINAL
4655,hangzhou,GPE
4655,chinese,NORP
4655,shanghai,GPE
4655,the taiwan national immigration,ORG
4655,chinese,NORP
4655,taiwanese,NORP
4658,dec 10,DATE
4658,winter,DATE
4658,luxor,GPE
4658,first,ORDINAL
4658,today,DATE
4660,friday april 23 2010,DATE
4660,uk,GPE
4660,second,ORDINAL
4660,last night,TIME
4660,antiamerican,NORP
4660,first,ORDINAL
4660,one next week,DATE
4660,two,CARDINAL
4661,tomorrow,DATE
4661,haiti,GPE
4662,friday april 23 2010,DATE
4662,cleggs,CARDINAL
4662,europe,LOC
4662,john kornblum,PERSON
4662,771,CARDINAL
4662,april 23 2010,DATE
4662,germany,GPE
4662,john kornblum,PERSON
4662,germany,GPE
4662,europe,LOC
4662,angela,PERSON
4662,greece,GPE
4662,germany,GPE
4662,european,NORP
4662,2007,DATE
4662,2010,DATE
4662,joschka fischer,PERSON
4662,american,NORP
4662,four decades,DATE
4662,germany,GPE
4662,germany,GPE
4662,europe,LOC
4662,1945,DATE
4662,german,NORP
4662,sixty five years later,DATE
4662,germany,GPE
4662,three,CARDINAL
4662,the first days,DATE
4662,european,NORP
4662,atlantic,LOC
4662,german,NORP
4662,germany,GPE
4662,the united states,GPE
4662,years,DATE
4662,nato enlargement germany,ORG
4662,helmut kohl,PERSON
4662,10,CARDINAL
4662,french,NORP
4662,decades,DATE
4662,european,NORP
4662,1990,DATE
4662,germany,GPE
4662,the european union,ORG
4662,germany,GPE
4662,germany,GPE
4662,charles de gaulle,PERSON
4662,mount europe,LOC
4662,german,NORP
4662,german,NORP
4662,european,NORP
4662,german,NORP
4662,german,NORP
4662,europe,LOC
4662,brussels,GPE
4662,german,NORP
4662,french,NORP
4662,three,CARDINAL
4662,german,NORP
4662,konrad,PERSON
4662,germans,NORP
4662,eu,PERSON
4662,german,NORP
4662,eu,PERSON
4662,europe,LOC
4662,eu,PERSON
4662,germans,NORP
4662,germany,GPE
4662,angela,PERSON
4662,greek,NORP
4662,europeans,NORP
4662,germany,GPE
4662,zeitung,PERSON
4662,germany,GPE
4662,europe,LOC
4662,switzerland,GPE
4662,eu,PERSON
4662,german,NORP
4662,democratic,NORP
4662,europe,LOC
4662,germans,NORP
4662,germans,NORP
4662,200000,CARDINAL
4662,berlin,GPE
4662,two summers ago,DATE
4662,german,NORP
4662,america,GPE
4662,germany,GPE
4662,germany,GPE
4662,europe,LOC
4662,27,CARDINAL
4662,germany,GPE
4662,europe,LOC
4662,europe,LOC
4662,north america,LOC
4662,the united states,GPE
4662,nearly 500 million,CARDINAL
4662,democratic,NORP
4662,european,NORP
4662,washington,GPE
4662,these days,DATE
4662,germany,GPE
4662,the united states,GPE
4662,europe,LOC
4662,john kornblum,PERSON
4662,berlin,GPE
4662,us,GPE
4662,germany,GPE
4662,1997 to 2001,DATE
4664,arabs,NORP
4665,friday april 23 2010,DATE
4665,william fw americans,PERSON
4665,iran,GPE
4667,yesterday,DATE
4667,swiss,NORP
4667,iran,GPE
4667,three,CARDINAL
4667,american,NORP
4667,sarah shourd,PERSON
4667,three,CARDINAL
4667,americans,NORP
4667,iraqs kurdistan region,GPE
4667,july 31 2009,DATE
4667,almost nine months,DATE
4667,islamic,NORP
4667,iran,GPE
4667,three,CARDINAL
4667,americans,NORP
4671,mideast,LOC
4671,washington,GPE
4671,egypt,GPE
4671,un,ORG
4671,jonathan weisman jay solomon,PERSON
4671,joe lauria,PERSON
4671,us,GPE
4671,egypt,GPE
4671,middle east,LOC
4671,us,GPE
4671,iran,GPE
4671,monday,DATE
4671,iran,GPE
4671,washington,GPE
4671,israel,GPE
4671,mideast,LOC
4671,un,ORG
4671,every five years,DATE
4671,monday,DATE
4671,iranian,NORP
4671,mahmoud ahmadinejad,PERSON
4671,state,ORG
4671,hillary clinton,PERSON
4671,iranian,NORP
4671,afternoon,TIME
4671,un,ORG
4671,iran,GPE
4671,us,GPE
4671,iranians,NORP
4671,mideast,LOC
4671,1995,DATE
4671,1970,DATE
4671,1995,DATE
4671,friday,DATE
4671,the white house,ORG
4671,mideast,LOC
4671,egypt,GPE
4671,new york,GPE
4671,the coming month,DATE
4671,israel,GPE
4671,arab,NORP
4671,iran,GPE
4671,turkey,GPE
4671,egypt,GPE
4671,us,GPE
4671,first,ORDINAL
4671,us,GPE
4671,the arab league,ORG
4671,barack obama,PERSON
4671,israeli,NORP
4671,benjamin netanyahu,PERSON
4671,washington,GPE
4671,israel,GPE
4671,israel,GPE
4671,un,ORG
4671,israel,GPE
4671,netanyahu,PERSON
4671,washington,GPE
4671,march,DATE
4671,israeli,NORP
4671,friday,DATE
4671,middle east,LOC
4671,us,GPE
